Genome_ID,Microbiome,Gene_count,DNA_UMAP_1,DNA_UMAP_2,DNA_cluster,Functional_UMAP_1,Functional_UMAP_2,Functional_cluster
MGYG000001032,Gut,1135,-5.6106772,2.0747945,5,11.45969,-6.0431905,7
MGYG000001033,Gut,1749,-3.1273453,2.026596,5,2.9056413,-4.9302135,8
MGYG000001034,Gut,2045,4.1573944,6.199806,4,-1.0294478,16.951988,2
MGYG000001035,Gut,3045,5.950668,1.601212,1,-9.701664,10.312476,6
MGYG000001036,Gut,2191,4.111204,5.576584,4,-0.71851265,14.456851,3
MGYG000001037,Gut,1586,-2.7811692,6.0600753,5,1.6226218,-3.5971615,8
MGYG000001039,Gut,2373,2.0156715,4.4107084,4,-2.3977416,16.37027,2
MGYG000001040,Gut,2090,4.1908736,6.102375,4,-1.1554989,17.072153,2
MGYG000001041,Gut,783,-0.98215693,11.667101,3,-2.7008922,-14.965229,0
MGYG000001042,Gut,2631,4.19056,6.096209,4,-1.3043575,17.12951,2
MGYG000001043,Gut,796,-1.9152688,12.956931,3,-2.6814556,-15.063167,0
MGYG000001044,Gut,1194,-1.3814807,7.5805635,5,-6.062057,10.230901,6
MGYG000001045,Gut,4804,-3.7564929,1.283042,5,8.661394,-5.2842245,7
MGYG000001046,Gut,1606,-1.3044956,3.1681275,5,4.510553,-2.3772664,8
MGYG000001048,Gut,817,-0.81133705,11.804857,3,-2.6489499,-15.064368,0
MGYG000001049,Gut,1653,-2.4380176,0.8299595,5,4.6757646,-2.2322285,8
MGYG000001050,Gut,711,-2.290769,8.628223,5,-5.5284843,-9.227249,0
MGYG000001053,Gut,1180,-1.7720903,12.222809,3,4.6126676,4.545872,-1
MGYG000001054,Gut,1565,0.56431854,6.6620073,4,-8.981341,8.303875,6
MGYG000001055,Gut,1368,-2.9696248,7.6610427,5,-12.222959,1.7626916,-1
MGYG000001056,Gut,2186,3.2486694,6.7565384,4,-1.0365738,17.259974,2
MGYG000001057,Gut,1919,-1.2471024,1.1227269,5,3.6582854,-3.9202437,8
MGYG000001058,Gut,1585,3.8556721,5.8222857,4,-0.7610475,16.48353,2
MGYG000001059,Gut,1651,3.6042795,7.2766585,4,0.69114476,14.967923,3
MGYG000001060,Gut,1781,3.713301,4.569628,4,-7.1521463,-1.7969564,5
MGYG000001061,Gut,1535,14.705061,6.932287,0,11.578266,16.151539,1
MGYG000001062,Gut,1469,2.2549124,7.1126413,4,13.394951,-13.955169,-1
MGYG000001063,Gut,5803,-4.7275767,1.4840256,5,8.675369,-5.8381324,7
MGYG000001064,Gut,1685,0.8670032,11.37698,3,13.406896,4.0050015,4
MGYG000001065,Gut,2856,-4.0872493,1.4347981,5,9.051508,-5.050642,7
MGYG000001066.1,Gut,1467,0.6714399,14.163828,-1,-7.063074,-1.1183631,5
MGYG000001067,Gut,1604,2.6358032,6.3363023,4,7.100128,-3.1201544,8
MGYG000001068,Gut,1799,1.2076585,10.856949,3,13.533019,4.1274476,4
MGYG000001069,Gut,2111,-1.8907607,2.5346248,5,2.2946832,-4.7229934,8
MGYG000001070,Gut,1446,0.66941184,14.162282,-1,-7.0429635,-1.064838,5
MGYG000001071,Gut,1211,3.4532146,-2.6544304,-1,-9.143214,8.732124,6
MGYG000001072,Gut,2472,-5.945418,2.1918383,5,9.475648,-6.494804,7
MGYG000001073,Gut,2212,-4.7735686,11.394686,2,11.834422,2.535059,4
MGYG000001074,Gut,1327,3.7545342,6.5870457,4,-0.9937701,17.041954,2
MGYG000001075,Gut,830,-0.31830695,11.573023,3,13.315765,3.9317183,4
MGYG000001076,Gut,2917,-5.809208,2.3259783,5,11.401883,-5.595947,7
MGYG000001077,Gut,1846,1.2748129,9.610895,3,13.6423,5.2493396,4
MGYG000001078,Gut,1397,6.4447994,1.4460163,1,-6.410504,3.1652923,5
MGYG000001079,Gut,1027,-0.576685,8.20225,-1,-5.9508853,10.341312,6
MGYG000001080,Gut,1159,-0.6376958,12.338785,3,11.05601,5.7072062,4
MGYG000001081,Gut,3079,-1.9846919,0.45943207,5,2.761466,-4.736371,8
MGYG000001082,Gut,1974,-3.269006,7.0400567,5,1.6945055,-4.6946177,8
MGYG000001083,Gut,1508,4.068298,5.645563,4,-0.3423489,14.55173,3
MGYG000001084,Gut,1601,14.6699295,7.9667125,0,11.421883,15.485215,1
MGYG000001085,Gut,1755,3.937201,4.505341,4,1.3378922,14.097862,3
MGYG000001086,Gut,1323,14.667624,7.2842073,0,11.905303,15.79872,1
MGYG000001087,Gut,3223,-5.82039,2.1865742,5,9.879459,-6.357282,7
MGYG000001088,Gut,1737,3.4368217,-2.673637,-1,-9.1210165,8.713129,6
MGYG000001089,Gut,2864,-4.7980843,12.090432,2,10.573635,-3.2876718,8
MGYG000001090,Gut,1331,6.227255,4.059714,1,13.391029,-13.960894,-1
MGYG000001091,Gut,3675,2.5347166,-5.634373,-1,-11.064512,11.624695,6
MGYG000001092,Gut,1781,13.439955,2.9918416,0,11.009499,14.407443,1
MGYG000001093,Gut,3063,-2.9563084,8.152815,5,-2.6190395,15.866637,2
MGYG000001094,Gut,2893,5.7127757,2.2252276,1,-9.543891,10.171577,6
MGYG000001095,Gut,3459,-2.9598017,7.9709716,5,-2.6425655,15.804966,2
MGYG000001096,Gut,1667,14.185898,4.218307,0,11.118853,15.545198,1
MGYG000001097,Gut,2455,3.8208237,6.41953,4,-1.1262549,17.260658,2
MGYG000001098,Gut,1816,-3.3476093,7.2845354,5,1.4308879,-3.4471807,8
MGYG000001099,Gut,1573,14.431267,5.116466,0,11.989271,15.216943,1
MGYG000001100,Gut,1387,1.1938955,9.816497,3,13.5849905,5.1944356,4
MGYG000001101,Gut,1631,-3.0762777,2.7482414,5,1.5495127,-5.8111663,8
MGYG000001102,Gut,2086,-3.1976812,2.6918366,5,6.8027034,-3.2135906,8
MGYG000001103,Gut,1946,-1.5506035,2.1876056,5,3.5407538,-4.908298,8
MGYG000001105,Gut,1625,14.127037,3.4066985,0,11.96026,15.222631,1
MGYG000001106,Gut,1460,-1.4700176,1.4444679,5,4.792561,-4.750911,8
MGYG000001107,Gut,1585,14.644723,5.822344,0,11.61445,15.605377,1
MGYG000001108,Gut,1510,13.891479,3.853341,0,11.640198,15.578735,1
MGYG000001109,Gut,2123,-2.101378,0.504487,5,3.7768674,-3.0831494,8
MGYG000001110,Gut,1225,-3.9684782,12.573178,2,-8.815096,-10.229583,0
MGYG000001112,Gut,1847,3.4302657,-2.6949716,-1,-9.083426,8.733994,6
MGYG000001113,Gut,1527,5.839785,3.4525177,1,-8.082638,8.029265,6
MGYG000001114,Gut,1616,13.970613,3.7552643,0,11.931639,15.117349,1
MGYG000001115,Gut,1881,-1.3426085,3.2945058,5,5.653635,-3.6791906,8
MGYG000001116,Gut,1684,-2.2648778,6.0507827,5,2.1167893,-5.8766937,8
MGYG000001117,Gut,1569,-2.2035182,6.7783713,5,-6.7629986,-2.3053963,5
MGYG000001118,Gut,1449,-3.0413957,7.030484,5,6.055847,-3.3087516,8
MGYG000001120,Gut,1967,-1.9036067,3.23689,5,5.631,-3.7077193,8
MGYG000001121,Gut,1649,14.2068815,4.6151323,0,11.859811,15.077438,1
MGYG000001122,Gut,1729,14.13098,3.915712,0,11.7828455,14.711062,1
MGYG000001123,Gut,1238,14.623368,7.566956,0,11.965756,15.456699,1
MGYG000001124,Gut,1697,14.687671,7.2243953,0,11.646303,14.836498,1
MGYG000001125,Gut,819,-2.5813298,7.9992676,5,-5.9620724,-9.461471,0
MGYG000001126,Gut,1647,14.268428,4.106253,0,11.137479,15.544779,1
MGYG000001127,Gut,1533,14.692132,6.6268086,0,11.67736,15.829293,1
MGYG000001129,Gut,1496,-5.0773454,2.4304466,5,1.0062048,-4.6823225,8
MGYG000001130,Gut,1693,14.133733,3.9257238,0,11.644165,14.896595,1
MGYG000001131,Gut,2368,3.7455442,6.4396415,4,-0.96420795,17.366842,2
MGYG000001132,Gut,2418,-1.8311503,2.8268085,5,3.9289649,-4.1656175,8
MGYG000001133,Gut,938,-1.9429635,3.1862671,5,2.4076254,-6.133335,8
MGYG000001134,Gut,1701,14.062202,3.2764218,0,11.238581,14.965135,1
MGYG000001135,Gut,1634,14.318248,5.0904436,0,11.25637,15.620682,1
MGYG000001136,Gut,1804,-1.1698792,3.3678458,5,4.4980736,-2.3802123,8
MGYG000001137,Gut,1567,13.659793,3.1879778,0,11.885784,15.108389,1
MGYG000001138,Gut,1668,13.998816,3.8324397,0,11.90407,15.052696,1
MGYG000001139,Gut,1596,14.302637,4.0450754,0,11.955581,15.219517,1
MGYG000001140,Gut,1550,14.637281,6.0093966,0,11.973588,15.278413,1
MGYG000001141,Gut,2305,-5.6875315,1.8835053,5,11.5057125,-5.6194735,7
MGYG000001142,Gut,1436,14.605839,8.143719,0,11.909911,15.184491,1
MGYG000001145,Gut,556,0.53734946,8.246766,-1,-5.7606835,-8.596171,0
MGYG000001146,Gut,1599,-2.7369883,5.9287863,5,2.1135588,-5.9517736,8
MGYG000001148,Gut,2922,-4.873023,11.464477,2,11.787333,2.488422,4
MGYG000001149,Gut,1231,-4.8471794,11.445806,2,11.844073,2.543342,4
MGYG000001150,Gut,1543,14.488067,4.7841687,0,11.695896,16.072262,1
MGYG000001151,Gut,2019,-5.1012983,2.402445,5,0.95232004,-4.6742787,8
MGYG000001152,Gut,1666,14.284166,4.428015,0,11.763215,15.177539,1
MGYG000001153,Gut,1221,2.2514567,7.101409,4,13.419444,-13.929635,-1
MGYG000001154,Gut,1491,2.2754474,7.09422,4,13.371878,-13.979365,-1
MGYG000001155,Gut,1633,-1.3873545,3.3688114,5,4.516357,-2.3432314,8
MGYG000001156,Gut,2327,-1.2965117,2.9637744,5,3.3477852,-4.998902,8
MGYG000001157,Gut,2298,-1.1159012,1.5065417,5,5.211097,-5.0124936,8
MGYG000001158,Gut,1808,13.8928585,3.429089,0,10.979877,14.375626,1
MGYG000001159,Gut,1689,5.87829,2.31426,1,-7.7218523,2.953392,5
MGYG000001160,Gut,1881,-3.6197932,8.466186,5,6.1597924,-3.3036487,8
MGYG000001161,Gut,1625,14.073586,4.0781293,0,11.304709,15.901549,1
MGYG000001162,Gut,1449,-1.5511544,2.907093,5,-7.1255207,-1.7589723,5
MGYG000001163,Gut,1563,2.2175074,7.138217,4,13.359165,-13.992971,-1
MGYG000001164,Gut,2334,4.137641,6.2012424,4,-1.0368854,17.070961,2
MGYG000001165,Gut,1585,14.226085,4.441955,0,11.518383,16.171473,1
MGYG000001166,Gut,1999,-3.758357,5.29303,5,4.516073,-2.313396,8
MGYG000001167,Gut,1280,2.2106764,7.10581,4,13.444849,-13.905635,-1
MGYG000001168,Gut,1486,6.271509,3.9108899,1,13.381364,-13.970714,-1
MGYG000001169,Gut,1776,-1.9901413,0.27847484,5,2.740245,-4.74398,8
MGYG000001170,Gut,1805,-1.4508862,3.679777,5,3.414868,-4.9805446,8
MGYG000001171,Gut,1930,2.6486087,6.267319,4,7.0345583,-3.1407988,8
MGYG000001172,Gut,1896,-4.9434686,11.558212,2,11.914349,2.61574,4
MGYG000001173,Gut,1800,13.486567,3.2554243,0,10.9585285,14.357489,1
MGYG000001174,Gut,2378,1.3164748,1.7663743,-1,4.896968,-2.3881783,8
MGYG000001175,Gut,1193,-3.7260683,12.14294,2,-8.730861,-10.261088,0
MGYG000001176,Gut,1576,14.129967,3.934524,0,11.606692,15.716113,1
MGYG000001177,Gut,1666,-3.3392558,3.5297594,5,16.120756,2.0703554,4
MGYG000001178,Gut,2315,-3.7869499,1.8352308,5,9.816052,-5.980918,7
MGYG000001179,Gut,1599,14.141518,4.2097745,0,11.695433,16.077858,1
MGYG000001180,Gut,2200,3.9232752,5.755382,4,-0.94893664,14.471003,3
MGYG000001181,Gut,1484,2.6549394,6.311211,4,7.0485115,-3.1366138,8
MGYG000001182,Gut,1322,-3.8891153,12.57077,2,-8.935411,-10.151091,0
MGYG000001183,Gut,1805,-3.6338632,8.4796915,5,6.188785,-3.2909236,8
MGYG000001184,Gut,1011,-2.2112079,13.0483885,3,-2.6643639,-15.13124,0
MGYG000001185,Gut,1097,-3.717598,12.387567,2,-8.689633,-10.219699,0
MGYG000001186,Gut,2832,-4.200088,7.5774593,5,11.241426,-5.3860407,7
MGYG000001187,Gut,2078,-4.4461117,1.8505582,5,9.731615,-5.9861007,7
MGYG000001188,Gut,1732,13.906145,3.6003366,0,11.130366,14.886545,1
MGYG000001189,Gut,1740,-5.6981654,1.4904077,5,9.728547,-5.7332067,7
MGYG000001190,Gut,1545,14.662156,6.9715714,0,11.6656885,16.057428,1
MGYG000001191,Gut,2116,-4.012632,7.3091283,5,7.566173,-3.2503486,8
MGYG000001192,Gut,1923,-3.8505414,5.1084085,5,4.5934906,-2.2186375,8
MGYG000001193,Gut,1214,-4.112367,7.8370175,5,8.930399,-4.2588263,7
MGYG000001194,Gut,1637,6.719189,3.3289015,1,13.249492,-14.110833,-1
MGYG000001195,Gut,1245,-3.60419,12.128674,2,-8.840531,-10.25092,0
MGYG000001196,Gut,885,14.448813,4.5414715,0,10.490046,16.060751,1
MGYG000001197,Gut,1261,0.91561157,11.362183,3,13.414898,3.9727807,4
MGYG000001198,Gut,1312,2.26308,7.1020036,4,13.354543,-13.9973135,-1
MGYG000001199,Gut,3182,-3.4597237,1.9337856,5,9.007575,-4.894078,7
MGYG000001200,Gut,1652,14.304274,4.700492,0,11.093998,15.644954,1
MGYG000001201,Gut,982,-2.0448864,13.10279,3,-2.6317246,-15.170493,0
MGYG000001202,Gut,2039,-3.6038601,7.15507,5,0.890649,-4.816247,8
MGYG000001203,Gut,1575,13.858191,3.864785,0,11.45352,15.845413,1
MGYG000001204,Gut,1792,-2.0693452,0.58106625,5,4.9088774,-3.0684483,8
MGYG000001205,Gut,1891,-1.2092243,1.9285822,5,5.1896577,-5.018396,8
MGYG000001206,Gut,814,-2.628938,7.789587,5,-5.942447,-9.454471,0
MGYG000001208,Gut,2321,0.9181143,10.506936,3,12.881483,5.1547837,4
MGYG000001209,Gut,1496,3.7942562,7.47072,4,0.67309123,14.921698,3
MGYG000001210,Gut,2072,-4.3926716,2.0548744,5,9.563247,-6.504149,7
MGYG000001211,Gut,1550,3.7888048,7.4471307,4,0.67421556,14.909259,3
MGYG000001212,Gut,2093,-1.976686,0.4585565,5,2.719245,-4.739394,8
MGYG000001213,Gut,1442,6.8825965,2.9470105,1,12.490758,12.877265,1
MGYG000001214,Gut,1239,2.9703372,6.1635184,4,12.57102,12.757912,1
MGYG000001215,Gut,1629,14.040948,4.168293,0,11.488972,15.667306,1
MGYG000001216,Gut,1438,-4.034478,12.586721,2,-8.88777,-10.210532,0
MGYG000001217,Gut,1888,-1.292848,2.9743176,5,3.2689755,-5.093162,8
MGYG000001218,Gut,2116,-1.5703572,1.5795695,5,3.3196237,-4.9992824,8
MGYG000001219,Gut,2012,-4.120039,2.184482,5,10.072478,-5.9157963,7
MGYG000001220,Gut,1388,-2.989291,6.0138903,5,1.6084057,-5.90639,8
MGYG000001221,Gut,1494,14.64189,7.2918873,0,11.607311,16.059776,1
MGYG000001222,Gut,1779,-2.330592,4.170063,5,1.5837579,-5.780531,8
MGYG000001223,Gut,1683,14.188379,4.114923,0,10.998953,15.308167,1
MGYG000001224,Gut,2454,-5.4243345,1.7389265,5,9.709272,-5.738239,7
MGYG000001225,Gut,1830,-2.299768,0.22061592,5,5.07113,-3.170154,8
MGYG000001226,Gut,2342,-2.016569,0.8532058,5,5.167807,-2.9489274,8
MGYG000001227,Gut,1577,14.487213,4.929214,0,11.508886,15.893593,1
MGYG000001228,Gut,1534,-1.4295028,3.234692,5,3.893413,-3.2289875,8
MGYG000001230,Gut,1444,-3.2587855,6.474359,5,1.372001,-3.409987,8
MGYG000001231,Gut,1534,6.6658754,3.3004878,1,13.261663,-14.096924,-1
MGYG000001232,Gut,1794,-3.898222,11.666771,2,8.674266,-2.721114,8
MGYG000001233,Gut,1130,6.2555523,4.0197906,1,13.409105,-13.940838,-1
MGYG000001234,Gut,1428,-3.8072293,10.842813,2,8.503871,-2.5833714,8
MGYG000001236,Gut,1513,6.6201777,3.632206,1,12.481339,12.920212,1
MGYG000001237,Gut,2155,-1.9709141,0.89201486,5,3.5454545,-4.8915563,8
MGYG000001238,Gut,2282,-2.3723109,0.92498964,5,5.305316,-3.3216915,8
MGYG000001239,Gut,1167,-1.6993492,12.320542,3,-2.4359725,-14.975851,0
MGYG000001240,Gut,1713,3.9657114,6.3758216,4,-1.0417292,17.051186,2
MGYG000001241,Gut,1544,14.418464,4.6151114,0,11.431448,16.011803,1
MGYG000001242,Gut,1533,4.199082,5.286036,4,-0.34812942,14.577853,3
MGYG000001243,Gut,2176,-2.5753765,0.9008382,5,4.6622486,-2.2482994,8
MGYG000001244,Gut,1537,-2.7130744,5.8941803,5,2.1659417,-6.0046945,8
MGYG000001246,Gut,2503,-4.7420387,1.3940836,5,9.035138,-4.976606,7
MGYG000001247,Gut,2530,-4.3936415,1.4342568,5,9.250759,-5.07891,7
MGYG000001248,Gut,1703,3.7418306,4.634334,4,-7.131999,-1.7910855,5
MGYG000001249,Gut,1296,6.62517,3.4683998,1,12.376488,13.046024,1
MGYG000001250,Gut,2043,-4.139965,1.2715771,5,9.197345,-4.9518237,7
MGYG000001251,Gut,2837,-2.9519646,1.2687501,5,9.039033,-4.921628,7
MGYG000001252,Gut,2019,-3.2783315,6.8138247,5,9.854387,-5.745346,7
MGYG000001253,Gut,1739,4.262464,5.1820526,4,-0.49138853,14.499928,3
MGYG000001254,Gut,2483,-5.285798,1.8662957,5,11.528023,-5.687055,7
MGYG000001255,Gut,2043,-1.0645912,1.175198,5,5.4930806,-5.246149,8
MGYG000001256,Gut,1382,-3.9438035,12.444572,2,-8.884432,-10.219748,0
MGYG000001257,Gut,1949,-1.6635216,11.978704,3,16.333666,1.8676085,4
MGYG000001258,Gut,1565,6.483229,1.440295,1,-6.390699,3.1716702,5
MGYG000001259,Gut,1759,-0.27223665,2.1319406,5,-6.7133584,-2.2607574,5
MGYG000001260,Gut,2761,1.8410695,9.78568,3,-9.455221,9.971725,6
MGYG000001261,Gut,4197,5.821966,2.1747613,1,-9.400995,10.1765,6
MGYG000001262,Gut,3238,5.784597,2.4501648,1,-9.368698,10.164707,6
MGYG000001263,Gut,4938,6.3252583,1.9599221,1,-9.621881,10.260404,6
MGYG000001264,Gut,2927,6.2421536,1.9046234,1,-9.572463,10.202304,6
MGYG000001265,Gut,3616,6.295829,2.9175467,1,-9.492958,10.2287035,6
MGYG000001266,Gut,3905,2.6068258,-5.694477,-1,-10.855227,11.443095,6
MGYG000001267,Gut,1056,2.2218997,7.152454,4,12.612412,12.700528,1
MGYG000001268,Gut,1319,6.486726,1.3895487,1,-6.410773,3.17644,5
MGYG000001269,Gut,1547,6.4389267,1.4328991,1,-6.419345,3.130409,5
MGYG000001270,Gut,1736,6.365248,1.6231955,1,-5.855121,3.0486963,5
MGYG000001271,Gut,1603,-2.4564805,4.747672,5,2.5504453,-5.915339,8
MGYG000001272,Gut,998,-2.020211,4.206512,5,3.0507174,-7.623761,8
MGYG000001273,Gut,1787,6.6968966,2.2063916,1,-6.407569,2.8329651,5
MGYG000001274,Gut,1210,0.8702567,11.383775,3,13.408184,3.9733489,4
MGYG000001275,Gut,2152,4.049801,5.1447525,4,-0.9357603,14.297132,3
MGYG000001276,Gut,3376,-2.9311593,2.1554682,5,8.785318,-5.8701453,7
MGYG000001277,Gut,2666,-0.24039778,2.2672434,5,-3.575503,0.7290326,5
MGYG000001278,Gut,613,2.31918,7.028372,4,13.4028425,-13.949217,-1
MGYG000001279,Gut,4019,5.9131904,1.6333754,1,-9.696922,10.331098,6
MGYG000001280,Gut,1134,-1.691759,5.8111644,5,8.455514,-2.3351495,8
MGYG000001281,Gut,1256,-1.6921848,5.2450566,5,-6.7484436,-1.4737155,5
MGYG000001283,Gut,1166,2.8860893,3.4513812,4,-7.6691175,2.9685025,5
MGYG000001284,Gut,1500,6.6760135,2.2035449,1,-6.4432254,2.812088,5
MGYG000001285,Gut,1850,6.70367,2.1854978,1,-6.4030437,2.817866,5
MGYG000001286,Gut,2361,-2.3148754,0.39994287,5,5.1091557,-3.2517843,8
MGYG000001287,Gut,1171,2.1879349,7.191329,4,-7.6616683,2.9752593,5
MGYG000001288,Gut,1597,0.6969993,14.197468,-1,-7.060099,-0.9577759,5
MGYG000001289,Gut,1806,0.8383103,11.380112,3,13.430973,4.0422316,4
MGYG000001290,Gut,932,-1.1768745,6.4506793,5,3.391615,-7.2154026,8
MGYG000001291,Gut,1681,-2.350071,9.374445,5,8.660912,-2.117133,8
MGYG000001292,Gut,2275,5.7737722,2.329053,1,-7.6962914,2.9774313,5
MGYG000001293,Gut,2681,1.219119,9.48192,3,13.096122,5.257069,4
MGYG000001294,Gut,2292,0.973212,6.757402,4,-7.859449,8.02104,6
MGYG000001295,Gut,3002,-0.84370583,2.022128,5,-3.569838,0.73413235,5
MGYG000001296,Gut,1729,1.2510067,9.664065,3,13.587222,5.2143884,4
MGYG000001297,Gut,1688,-0.5873781,8.434255,-1,-6.0405684,10.252448,6
MGYG000001298,Gut,2440,0.27359506,11.127642,3,12.580373,5.265852,4
MGYG000001299,Gut,2017,-1.0860603,11.38176,3,16.187801,2.0053096,4
MGYG000001300,Gut,2697,-1.0844395,1.1215073,5,5.498724,-5.224957,8
MGYG000001301,Gut,1494,-3.8740184,11.067968,2,8.541032,-2.2412376,8
MGYG000001303,Gut,3451,-4.0858583,1.8335323,5,9.130888,-6.2575707,7
MGYG000001304,Gut,2271,-1.8002495,12.426311,3,16.297682,1.9016924,4
MGYG000001305,Gut,2026,-3.5056853,6.9721336,5,6.865613,-3.3948045,8
MGYG000001306,Gut,3593,1.9654552,4.6291995,4,-2.5461195,16.123676,2
MGYG000001307,Gut,4104,3.3282006,-2.9731088,-1,-10.267765,11.768501,6
MGYG000001308,Gut,1880,1.0732358,10.664149,3,13.4536295,4.1507235,4
MGYG000001309,Gut,3571,-4.838318,12.027397,2,10.372908,-3.1138186,8
MGYG000001310,Gut,2386,-6.047483,1.8352591,5,9.619208,-6.443283,7
MGYG000001311,Gut,5540,-3.733646,1.2977184,5,8.652727,-5.278589,7
MGYG000001312,Gut,1732,-0.62738085,8.403642,-1,-6.062259,10.23175,6
MGYG000001313,Gut,3297,2.2838206,4.754023,4,-2.7506013,15.994442,2
MGYG000001314,Gut,2910,-4.205375,7.579955,5,11.550389,-5.3372774,7
MGYG000001315,Gut,3319,-6.078637,1.9103304,5,9.391862,-6.2983556,7
MGYG000001316,Gut,2205,4.3582716,4.8385367,4,-6.3254733,-1.4581904,5
MGYG000001317,Gut,4589,2.5637476,-5.610456,-1,-11.096519,11.676023,6
MGYG000001318,Gut,4186,2.4553022,-6.1710668,-1,-10.931692,11.426904,6
MGYG000001319,Gut,2244,-4.0940986,7.825466,5,11.567089,-5.6804023,7
MGYG000001320,Gut,2042,-3.8966274,11.644418,2,8.735586,-2.7915738,8
MGYG000001321,Gut,2309,-0.5452869,2.0511334,5,-3.5792704,0.72494215,5
MGYG000001322,Gut,2779,-1.2742474,1.1049677,5,5.203144,-4.9845757,8
MGYG000001323,Gut,4184,3.3452094,-2.9281838,-1,-10.2663145,11.771767,6
MGYG000001324,Gut,2246,-4.9310017,11.5714245,2,11.877141,2.5793326,4
MGYG000001325,Gut,1731,-1.7881087,11.488143,3,11.867388,2.5678067,4
MGYG000001326,Gut,2252,-4.958516,11.610955,2,11.867888,2.5692904,4
MGYG000001327,Gut,3141,-4.880761,11.505544,2,11.820444,2.5205448,4
MGYG000001328,Gut,3371,-4.9416857,12.12564,2,10.542597,-3.2830887,8
MGYG000001329,Gut,1938,-0.5934868,8.428344,-1,-6.1000223,10.194063,6
MGYG000001330,Gut,1572,-0.5962087,8.400286,-1,-6.079446,10.215329,6
MGYG000001331,Gut,1993,-0.39531335,4.912381,5,-8.355535,8.303234,6
MGYG000001332,Gut,2510,-2.3214045,2.2996325,5,2.4232292,-4.780272,8
MGYG000001333.1,Gut,2703,1.1318126,9.724198,3,13.357084,5.2840667,4
MGYG000001334,Gut,1852,-1.0153066,5.488862,5,13.638951,5.2010016,4
MGYG000001335,Gut,2039,1.0448914,10.118116,3,13.791964,5.4529276,4
MGYG000001336,Gut,2176,1.1874372,9.783486,3,13.640432,5.2788033,4
MGYG000001337,Gut,3965,1.855115,4.8042603,4,-3.0273743,15.74259,2
MGYG000001338,Gut,3440,-5.663331,1.4911234,5,9.452695,-5.825447,7
MGYG000001339,Gut,2005,0.7052226,6.4438086,4,-6.492684,-1.9141221,5
MGYG000001340,Gut,1734,1.1295806,9.969169,3,13.53342,5.1404176,4
MGYG000001341,Gut,1647,1.132497,9.979224,3,13.555987,5.161254,4
MGYG000001342,Gut,2092,1.2432141,11.108037,3,13.405926,4.058131,4
MGYG000001343,Gut,3130,1.8740085,9.767034,3,-9.473009,9.968728,6
MGYG000001344,Gut,2844,1.707605,9.799678,3,-9.437408,9.959081,6
MGYG000001345,Gut,4508,1.9677371,4.811124,4,-3.1077528,15.618086,2
MGYG000001346,Gut,3532,2.3969765,4.684125,4,-2.8476539,15.872147,2
MGYG000001347,Gut,2039,-4.9621363,11.599369,2,11.857886,2.5592732,4
MGYG000001348,Gut,1515,-0.6193306,8.402459,-1,-6.0821958,10.21277,6
MGYG000001349,Gut,1800,0.7143767,14.204242,-1,-7.036463,-0.9552248,5
MGYG000001350,Gut,2246,-4.932691,11.565035,2,11.861774,2.5632837,4
MGYG000001351,Gut,3105,2.7802048,-5.9218082,-1,-10.340814,11.648381,6
MGYG000001352,Gut,4337,-4.983033,1.8292949,5,16.301754,1.8985088,4
MGYG000001353,Gut,2003,13.351432,2.9989934,0,11.115507,14.302234,1
MGYG000001354,Gut,2043,5.764968,2.3482058,1,-7.727957,2.9369283,5
MGYG000001355,Gut,1926,-3.9260454,10.586789,2,8.713989,-2.0428617,8
MGYG000001356,Gut,2963,-2.083971,0.30168217,5,5.3839803,-3.5389335,8
MGYG000001357,Gut,1355,-0.58455145,8.411665,-1,-6.073953,10.218333,6
MGYG000001358,Gut,1594,-0.57992685,8.425894,-1,-6.064622,10.228604,6
MGYG000001359,Gut,3463,-0.28218752,2.2588513,5,-3.5659864,0.7386721,5
MGYG000001360,Gut,2253,2.7456295,6.5405927,4,-0.7992662,17.180437,2
MGYG000001361,Gut,2341,1.1153057,6.68803,4,-7.935285,8.013366,6
MGYG000001362,Gut,1740,1.067383,10.919096,3,13.417874,4.0740643,4
MGYG000001363,Gut,1661,1.1033505,10.640208,3,13.469567,4.135316,4
MGYG000001364,Gut,3534,2.1250772,4.478859,4,-2.5505476,16.136694,2
MGYG000001365,Gut,1888,-2.1208975,6.5310364,5,-6.7354274,-2.3886409,5
MGYG000001366,Gut,1852,-2.7739217,6.8084035,5,-8.96135,8.318789,6
MGYG000001367,Gut,4088,-3.7273722,1.8926061,5,8.737845,-5.115892,7
MGYG000001368,Gut,4437,-4.387218,1.7318524,5,8.752661,-5.9120364,7
MGYG000001369,Gut,1785,1.2331226,9.521718,3,13.798067,5.416589,4
MGYG000001370,Gut,3436,2.3502233,4.6741924,4,-2.837084,15.897691,2
MGYG000001371,Gut,6016,3.138284,3.3140566,4,9.691903,5.7971597,4
MGYG000001372,Gut,2790,2.497228,4.7514834,4,-2.0229027,16.512976,2
MGYG000001373,Gut,2018,-5.9914546,2.2585633,5,9.562897,-6.5000787,7
MGYG000001374,Gut,2757,-5.8466926,2.3827162,5,9.528537,-6.4872584,7
MGYG000001375,Gut,2090,-2.0332475,0.9435387,5,0.89593714,-4.726859,8
MGYG000001376,Gut,3860,1.8719336,5.2542863,4,-2.744137,15.870002,2
