Genome_ID,Microbiome,Gene_count,DNA_UMAP_1,DNA_UMAP_2,DNA_cluster,Functional_UMAP_1,Functional_UMAP_2,Functional_cluster
SGB337,Vaginal,729,12.511918,2.944973,4,1.2187645,2.2020526,7
SGB338,Vaginal,1184,13.299272,-1.1209221,4,-1.4757416,-3.58746,5
SGB339,Vaginal,710,5.0360594,7.350407,2,1.3612685,-1.113064,6
SGB340,Vaginal,1698,6.059653,6.7477803,2,2.7520247,11.007564,3
SGB341,Vaginal,672,5.015562,7.2961245,2,1.3666936,-1.1336482,6
SGB342,Vaginal,996,13.848657,2.0298676,-1,0.588086,-1.109336,6
SGB343,Vaginal,1943,12.344008,-2.1473255,4,-0.038018633,-4.3657174,4
SGB344,Vaginal,512,5.5117207,7.439861,2,1.5695518,-1.2765057,6
SGB345,Vaginal,823,11.071256,2.7541978,4,0.9441509,0.08943097,7
SGB346,Vaginal,1142,13.4864235,2.1055245,-1,0.29980245,-2.2243288,-1
SGB347,Vaginal,719,-0.079604514,4.2500176,0,17.14017,-0.9498545,1
SGB348,Vaginal,731,10.740247,3.4861343,4,-10.318962,14.791817,0
SGB349,Vaginal,1483,12.690285,-1.2420624,4,0.5305273,-3.9496138,4
SGB350,Vaginal,1810,14.245695,-1.5796393,4,-1.7930324,-3.3272479,5
SGB351,Vaginal,1121,10.1114,2.2925777,4,-0.4625866,1.1662179,8
SGB352,Vaginal,2322,7.65651,2.465376,4,-0.9735261,0.7564632,8
SGB353,Vaginal,1914,8.728354,4.730799,3,-9.747526,16.049454,0
SGB354,Vaginal,1963,2.883593,0.63624614,1,14.502211,8.43165,2
SGB355,Vaginal,1497,12.693163,3.8990242,4,2.2096946,1.4056375,7
SGB356,Vaginal,4096,5.0825024,-0.4855643,1,3.6085868,12.360317,3
SGB357,Vaginal,4630,8.356296,1.5793232,4,-9.057332,16.439621,0
SGB358,Vaginal,1653,12.745516,3.9384274,4,2.1387513,1.4439027,7
SGB359,Vaginal,1771,9.80992,4.942555,3,-10.1879635,15.62497,0
SGB360,Vaginal,1249,8.483237,2.1159904,4,0.14275256,4.383767,-1
SGB361,Vaginal,1513,11.11393,6.33044,4,-9.857662,13.917542,0
SGB362,Vaginal,1781,12.015918,-0.72184384,4,2.886832,11.080986,3
SGB363,Vaginal,1492,12.498527,3.758098,4,0.45422292,2.0699103,7
SGB364,Vaginal,691,12.075819,4.2666745,4,0.45773494,2.3350182,7
SGB365,Vaginal,418,12.389271,1.6096648,4,3.2846637,-3.2030153,-1
SGB366,Vaginal,1449,9.274027,2.834715,4,0.95834506,1.1357107,7
SGB367,Vaginal,1554,8.754865,4.957328,3,-10.421916,15.964932,0
SGB368,Vaginal,1352,12.350572,2.324337,4,1.2040676,1.4843928,7
SGB369,Vaginal,1256,12.676447,3.8847053,4,2.196889,1.4139557,7
SGB370,Vaginal,821,11.726809,2.838851,4,1.1904466,2.1745281,7
SGB371,Vaginal,2108,1.8440408,-0.012390222,1,14.654504,9.005423,2
SGB372,Vaginal,1008,8.960388,1.7172494,4,0.11126398,4.447759,-1
SGB373,Vaginal,1157,11.789107,1.8351716,4,1.5081791,1.670212,7
SGB374,Vaginal,1357,12.776075,3.882656,4,1.1865557,1.6858356,7
SGB375,Vaginal,1661,2.70691,0.9126055,1,14.413537,8.359305,2
SGB376,Vaginal,1704,3.0207293,1.6466962,1,14.389799,7.795119,2
SGB377,Vaginal,1706,2.9572287,1.6725011,1,14.467319,7.75438,2
SGB378,Vaginal,1321,11.012059,6.11523,4,-10.04317,14.201234,0
SGB379,Vaginal,1743,2.61664,0.3583906,1,14.3833475,10.406305,2
SGB380,Vaginal,2110,1.8315675,1.4172447,1,14.959403,10.705997,2
SGB381,Vaginal,612,5.547625,7.571724,2,1.5464073,-1.3043116,6
SGB382,Vaginal,1242,8.65189,5.461426,3,-10.201979,15.2279625,0
SGB383,Vaginal,707,0.07606426,4.0425644,0,17.12818,-0.67050564,1
SGB384,Vaginal,1959,8.753888,4.731129,3,-9.939233,16.028597,0
SGB385,Vaginal,1045,10.285806,2.3216903,4,0.8283405,1.6204875,7
SGB386,Vaginal,2103,2.1635356,0.24876897,1,14.480588,10.61378,2
SGB387,Vaginal,1686,13.185641,-1.6557703,4,-1.0116398,-3.224005,5
SGB388,Vaginal,1501,8.7956505,4.896226,3,-10.379302,15.824085,0
SGB389,Vaginal,1445,12.266993,-2.1184173,4,0.13425754,-4.295652,4
SGB390,Vaginal,1250,8.209351,2.7236207,4,0.07259181,1.1597215,-1
SGB391,Vaginal,805,0.3901289,4.43695,0,17.106707,-0.8382857,1
SGB392,Vaginal,1901,1.8560917,1.0514698,1,15.035084,10.679341,2
SGB393,Vaginal,1676,13.562275,-1.5968758,4,-1.2844728,-3.6254706,5
SGB394,Vaginal,2396,2.0459766,0.58588743,1,14.857258,10.544775,2
SGB395,Vaginal,2416,11.822993,0.34203002,4,-1.0120438,-4.769349,4
SGB396,Vaginal,2502,13.987782,-1.4218065,4,-0.82543063,-4.269858,4
SGB397,Vaginal,5759,2.213974,0.6350503,1,3.3697753,12.10296,3
SGB398,Vaginal,1370,9.016569,2.4144108,4,0.94596034,1.2734426,7
SGB399,Vaginal,4372,5.224778,-0.33402723,1,3.5771887,12.319522,3
SGB400,Vaginal,4892,5.0398726,-0.59350145,1,3.5784454,12.380717,3
SGB401,Vaginal,4954,7.977248,2.027673,4,-8.921077,16.20001,0
SGB402,Vaginal,1077,3.2183294,-0.27260262,1,16.99364,-0.2676556,1
SGB403,Vaginal,1090,10.208715,3.792196,4,0.4627744,1.707988,7
SGB404,Vaginal,1642,9.551494,4.799592,3,-10.150835,15.617882,0
SGB405,Vaginal,1648,9.417036,4.2395597,3,-10.2001295,15.882859,0
SGB406,Vaginal,856,14.397382,-1.5917964,4,3.4271104,-3.314468,-1
SGB407,Vaginal,1479,10.92631,3.3307252,4,0.5069129,1.9164852,7
SGB408,Vaginal,1441,10.966267,5.724168,4,-9.988982,14.075387,0
SGB409,Vaginal,2770,8.310909,1.6838537,4,-9.221521,16.255762,0
SGB410,Vaginal,1619,11.131714,6.348239,4,-9.887199,14.009187,0
SGB411,Vaginal,1480,9.415215,2.6461697,4,0.82423925,2.0996792,7
SGB412,Vaginal,1393,12.122832,0.7296744,4,-0.9909253,-3.201518,5
SGB413,Vaginal,1564,12.710033,3.908978,4,2.1643085,1.5104849,7
SGB414,Vaginal,2128,9.502732,2.1570098,4,0.16979466,3.9573,-1
SGB415,Vaginal,1577,2.1672494,2.291166,1,14.18854,8.145431,2
SGB416,Vaginal,1573,2.5480807,-0.49630013,1,1.8544593,-0.5645166,6
SGB417,Vaginal,2312,10.738503,3.0781114,4,-0.9976802,0.70229715,8
SGB418,Vaginal,2748,8.284369,1.6074893,4,-9.161281,16.31594,0
SGB419,Vaginal,2152,1.999757,0.1575313,1,14.603167,8.991841,2
SGB420,Vaginal,1376,9.56996,1.999057,4,0.1025695,4.1299243,-1
SGB421,Vaginal,1769,9.737112,5.07195,3,-9.969386,15.940865,0
SGB422,Vaginal,1176,5.806016,7.0607114,2,1.3615125,-0.7688106,6
SGB423,Vaginal,1715,2.0127463,1.7327247,1,14.23684,8.486025,2
SGB424,Vaginal,1130,12.453968,0.058463108,4,0.81347483,-2.3053617,-1
SGB425,Vaginal,1773,10.340522,-3.0995204,-1,14.588836,8.552722,2
SGB426,Vaginal,1515,8.983326,2.7485106,4,0.5746163,3.0162952,-1
SGB427,Vaginal,1567,2.6680813,0.2075787,1,14.189176,9.339057,2
SGB428,Vaginal,1653,2.113298,2.2771645,1,14.303069,8.185982,2
SGB429,Vaginal,1797,2.2022464,1.1782025,1,14.507202,8.553475,2
SGB430,Vaginal,1671,12.6825695,3.8698633,4,2.1262672,1.4881179,7
SGB431,Vaginal,743,9.31067,1.8821551,4,0.025651537,4.6308837,-1
SGB432,Vaginal,1278,8.687311,5.0400443,3,-10.556265,15.845631,0
SGB433,Vaginal,1474,11.755403,2.7583544,4,1.1302891,1.9504247,7
SGB434,Vaginal,1013,12.131867,4.285855,4,0.4819902,2.4248645,7
SGB435,Vaginal,1790,1.8405637,-0.14015105,1,14.434553,8.382001,2
SGB436,Vaginal,2328,2.1321123,-0.05515657,1,14.703149,9.104384,2
SGB437,Vaginal,1701,2.7366488,0.032988664,1,14.33401,9.544929,2
SGB438,Vaginal,1325,12.44591,4.1422615,4,0.79172033,0.8399132,7
SGB439,Vaginal,1612,9.536444,2.1691825,4,0.08497001,3.9528298,-1
SGB440,Vaginal,965,9.074167,1.6826473,4,0.8922976,-0.30737114,-1
SGB441,Vaginal,1340,14.48059,-1.7236412,4,-1.8072373,-3.3398,5
SGB442,Vaginal,1748,13.482058,-1.2952359,4,-1.3763131,-3.5661852,5
SGB443,Vaginal,945,4.9714994,7.2447205,2,1.9776525,-0.8486175,6
SGB444,Vaginal,1511,2.8564944,-0.65894,1,16.73546,0.059197754,1
SGB445,Vaginal,4350,7.746334,2.3651054,4,-1.1614597,0.6856522,8
SGB446,Vaginal,859,10.674523,2.36553,4,1.187748,1.7698607,7
SGB447,Vaginal,1070,2.8175595,-0.5827918,1,16.810951,-0.10034965,1
SGB448,Vaginal,834,12.562548,2.9444232,4,1.2366436,2.166539,7
SGB449,Vaginal,998,11.185555,3.8700945,4,0.9027269,0.6846353,7
SGB450,Vaginal,1250,10.132063,3.0221217,4,0.876619,0.86628467,7
SGB451,Vaginal,1802,14.241257,-1.5794355,4,-1.8673508,-3.244892,5
SGB452,Vaginal,1114,9.03271,5.5043187,3,-10.830841,15.768426,0
SGB453,Vaginal,3434,5.104087,-0.65926856,1,3.5341315,12.191375,3
SGB454,Vaginal,1785,14.244643,-1.557176,4,-1.7371631,-3.3629403,5
SGB455,Vaginal,842,12.677793,-0.75350183,4,0.47448388,-3.5789807,4
SGB456,Vaginal,1592,14.424064,-1.67939,4,-1.7613752,-3.4653459,5
SGB457,Vaginal,1209,2.816044,-0.573853,1,16.686787,0.05018195,1
SGB458,Vaginal,730,-0.032948736,4.317139,0,17.00302,-0.9437491,1
SGB459,Vaginal,1923,14.387542,-1.6498913,4,-1.7364707,-3.288992,5
SGB460,Vaginal,3576,5.105217,-0.62604284,1,3.513945,12.405016,3
SGB461,Vaginal,1564,14.529458,-1.7705792,4,-1.6677619,-3.4306831,5
SGB462,Vaginal,1625,3.0184908,-0.5851491,1,16.705387,0.08780502,1
SGB463,Vaginal,591,10.905168,4.179057,4,-10.668008,15.513471,0
SGB464,Vaginal,4093,5.0959773,-0.46669573,1,3.6192098,12.3822,3
SGB465,Vaginal,3872,5.051369,-0.65188515,1,3.5733767,12.462231,3
SGB466,Vaginal,1162,12.607513,-1.1055382,4,0.5314114,-3.9864426,4
SGB467,Vaginal,2560,5.100964,-0.4443896,1,3.74427,12.51718,3
SGB468,Vaginal,2305,1.8665507,1.2460555,1,14.910435,10.665262,2
SGB469,Vaginal,4140,8.004074,2.0157132,4,-8.955617,16.240965,0
SGB470,Vaginal,2150,2.3668664,0.1906937,1,14.653599,10.477895,2
SGB471,Vaginal,2397,1.812505,1.386101,1,14.971156,10.679691,2
SGB472,Vaginal,1431,2.7166493,1.2032297,1,14.237475,8.1999235,2
SGB473,Vaginal,4514,8.073702,1.9156026,4,-8.964718,16.243467,0
SGB474,Vaginal,2217,2.1197765,0.06551478,1,14.771011,10.512968,2
SGB475,Vaginal,1728,11.814909,1.8305686,4,1.597832,1.5851403,7
SGB476,Vaginal,5898,2.3096285,-0.2130893,1,14.623155,10.062503,2
SGB477,Vaginal,4152,2.1419942,0.00072917464,1,3.3070116,11.987864,3
SGB478,Vaginal,2492,1.8593979,1.0324992,1,14.966016,10.6412525,2
SGB479,Vaginal,1788,12.895873,-1.603915,4,-1.1007414,-3.4739983,5
SGB480,Vaginal,2066,13.819981,2.1176825,-1,0.30182573,3.2703004,-1
SGB481,Vaginal,1621,13.069597,-1.6927896,4,-0.9879069,-3.3026109,5
SGB482,Vaginal,2142,9.4041195,4.2504225,3,-9.742673,16.056501,0
SGB483,Vaginal,2203,10.144671,2.2089887,4,0.008038551,0.52092093,-1
SGB484,Vaginal,1867,13.15793,-1.743752,4,-1.0579684,-3.4050527,5
SGB485,Vaginal,3422,11.870354,1.2504394,4,-8.930192,16.111927,0
SGB486,Vaginal,5564,5.091122,-0.6106185,1,3.553821,12.340179,3
SGB487,Vaginal,5494,5.0851817,-0.6570139,1,3.5204122,12.327427,3
SGB488,Vaginal,2128,12.051385,-0.6900534,4,2.9570694,11.206193,3
SGB489,Vaginal,2917,12.471038,-1.905696,4,-0.5813171,-4.337637,4
SGB490,Vaginal,2111,13.297057,-1.0032086,4,-1.343171,-3.694026,5
SGB491,Vaginal,1942,9.687748,1.736244,4,0.22375862,3.9336803,-1
SGB492,Vaginal,2775,12.436808,-1.3243921,4,3.189676,11.778842,3
SGB493,Vaginal,1598,1.9885882,1.7331574,1,14.130527,8.518877,2
SGB494,Vaginal,1634,12.200466,2.433194,4,2.7787404,10.716339,3
SGB495,Vaginal,4219,12.394109,-1.2218617,4,3.2781866,11.945474,3
SGB496,Vaginal,1246,5.823985,6.869441,2,1.4306136,-0.5314178,6
SGB497,Vaginal,3157,13.92299,2.1224797,-1,-1.2278941,0.9928413,8
SGB498,Vaginal,1795,13.969956,-1.3368645,4,-1.3630875,-3.5840385,5
SGB499,Vaginal,2987,12.440191,-1.2631848,4,3.2490957,11.882587,3
SGB500,Vaginal,3044,9.229864,1.8644438,4,-0.9561785,-4.6227226,4
SGB501,Vaginal,4515,5.318141,-0.17887287,1,3.4621234,12.226223,3
SGB502,Vaginal,3022,13.949485,2.0350215,-1,-1.2107685,0.89054835,8
SGB503,Vaginal,1868,13.982544,-1.5429,4,-1.4920036,-3.5577288,5
SGB504,Vaginal,2009,2.3500042,0.37509245,1,14.714134,10.150213,2
SGB505,Vaginal,2686,10.634517,3.169001,4,-0.7248543,0.7203116,8
SGB506,Vaginal,1655,12.166958,0.8665897,4,-1.3232242,-3.212341,5
SGB507,Vaginal,1997,12.11941,2.4396772,4,-1.1972269,-2.5995142,-1
SGB508,Vaginal,1784,1.4605271,0.21527918,1,1.6692591,-0.43427783,6
SGB509,Vaginal,1752,11.132302,0.85418296,4,0.28607345,3.9231157,-1
SGB510,Vaginal,1949,2.2286184,0.11146498,1,14.4656315,9.05681,2
SGB511,Vaginal,942,5.433959,6.604615,2,0.3911959,0.26839864,-1
SGB512,Vaginal,2274,3.0067298,-0.7454406,1,3.1160436,11.675769,3
SGB513,Vaginal,1883,13.701859,-1.5943861,4,-1.3289647,-3.6710489,5
SGB514,Vaginal,2079,11.58843,0.5531941,4,-1.1119068,-4.7121754,4
SGB515,Vaginal,2001,2.283442,0.36859283,1,14.539498,8.461591,2
SGB516,Vaginal,2152,9.474265,4.8568215,3,-9.730567,15.7891245,0
SGB517,Vaginal,4500,5.3448205,-0.18264379,1,3.5426881,12.306225,3
SGB518,Vaginal,4946,3.003474,-0.705591,1,3.363158,12.006095,3
SGB519,Vaginal,1860,14.28284,-1.5491285,4,-1.8440201,-3.2873015,5
SGB520,Vaginal,4856,13.212227,-1.1143655,4,-8.894329,16.229906,0
SGB521,Vaginal,5235,2.2562642,0.7305522,1,3.345797,12.052282,3
SGB522,Vaginal,2264,1.7891537,1.4814805,1,14.941014,10.66568,2
SGB523,Vaginal,2191,11.687289,1.9032003,4,-9.30157,15.752358,0
SGB524,Vaginal,1752,1.6182288,0.018484745,1,1.7246273,-0.38188624,6
SGB525,Vaginal,2850,8.449519,1.6176473,4,-9.094488,16.370495,0
SGB526,Vaginal,1882,12.26889,2.7570696,4,1.9773954,1.4559379,7
SGB527,Vaginal,1149,12.238831,3.269845,4,1.2606025,0.6331818,7
SGB528,Vaginal,3890,8.529912,1.6833375,4,-9.14919,16.399881,0
SGB529,Vaginal,2218,1.7130156,-0.17487583,1,14.521761,9.511974,2
SGB530,Vaginal,1293,12.352047,4.202916,4,1.1395402,1.1365805,7
SGB531,Vaginal,1967,1.811516,0.20515095,1,-9.435125,15.639901,0
SGB532,Vaginal,2369,1.9786417,-0.117831714,1,14.562046,9.111255,2
SGB533,Vaginal,2734,12.328496,-2.0987566,4,-0.54086125,-4.3781466,4
SGB534,Vaginal,4185,5.1254992,-0.43326488,1,3.5687344,12.257786,3
SGB535,Vaginal,2043,13.756048,-1.5879585,4,-1.3681884,-3.7201343,5
SGB536,Vaginal,2317,1.9456213,0.11698934,1,14.659099,9.102844,2
SGB537,Vaginal,1665,2.977374,0.82494754,1,14.364891,8.438144,2
SGB538,Vaginal,1559,12.967924,-1.6492735,4,-0.9864819,-3.2917693,5
SGB539,Vaginal,3960,2.5279567,-0.08483481,1,14.57552,10.090141,2
SGB540,Vaginal,2469,11.837504,0.20474179,4,-1.0664904,-4.723934,4
SGB541,Vaginal,1714,12.083871,3.1321719,4,1.50811,1.6266655,7
SGB542,Vaginal,1658,12.391689,2.4644713,4,1.9625357,1.4265667,7
SGB543,Vaginal,1380,8.988751,3.8979402,3,-10.086664,13.998588,0
SGB544,Vaginal,1621,8.3754225,2.8009417,4,-0.80759495,1.0846238,8
SGB545,Vaginal,1586,12.489213,3.7931113,4,0.44265795,2.1024683,7
SGB546,Vaginal,710,5.5292664,7.5888863,2,1.3861579,-1.0452089,6
SGB547,Vaginal,1155,8.768923,2.9523246,4,-0.41912955,1.4852188,8
SGB548,Vaginal,1526,8.39677,2.7955287,4,-0.6625486,1.1774077,8
SGB549,Vaginal,2393,8.33225,1.645779,4,-9.217242,16.25656,0
SGB550,Vaginal,1906,8.529016,2.374137,4,-9.435655,15.533117,0
SGB551,Vaginal,874,13.660967,1.8709432,-1,2.7521958,-2.8999836,-1
SGB552,Vaginal,1367,8.403434,2.7479365,4,-0.54347706,1.4111549,8
SGB553,Vaginal,730,10.6684265,2.8098085,4,0.55068225,0.59861696,7
SGB554,Vaginal,1636,10.461547,3.2172842,4,-0.9259568,0.6682523,8
SGB555,Vaginal,1282,12.156905,0.8435284,4,-1.3470628,-3.1877956,5
SGB556,Vaginal,1729,7.778786,2.553397,4,-1.0074311,0.71271205,8
SGB557,Vaginal,1517,1.8130832,1.4066095,1,14.906041,10.773002,2
SGB558,Vaginal,899,12.486906,2.8717394,4,1.0724102,2.4100583,7
SGB559,Vaginal,683,5.5225487,7.5977955,2,1.4909167,-1.2988586,6
SGB560,Vaginal,1247,12.700992,3.8640196,4,2.150963,1.4313416,7
SGB561,Vaginal,1135,9.288893,5.312033,3,-10.404808,15.443954,0
SGB562,Vaginal,1129,2.9178135,1.6369498,1,14.451563,7.7017083,2
SGB563,Vaginal,1649,11.459669,2.2185934,4,2.7005117,10.615227,3
SGB564,Vaginal,1981,9.483814,4.894528,3,-9.881659,15.827234,0
SGB565,Vaginal,629,13.844303,1.9814198,-1,2.9924877,-3.0104434,-1
SGB566,Vaginal,1149,8.245525,2.2124734,4,17.07069,-0.20629059,1
SGB567,Vaginal,677,10.7643,3.5020595,4,-10.300569,14.841425,0
SGB568,Vaginal,722,4.929679,7.2181654,2,1.9739946,-0.8580775,6
SGB569,Vaginal,617,0.020238137,4.4233246,0,16.808279,-0.8000919,1
SGB570,Vaginal,1646,10.352373,3.357098,4,-0.86334217,0.86353326,8
SGB571,Vaginal,1927,13.879312,2.0334835,-1,-1.0650703,1.1966039,8
SGB572,Vaginal,1640,1.6682128,1.2009217,1,1.6397266,-0.45773652,6
SGB573,Vaginal,1955,8.082542,2.279786,4,-0.8015058,0.92705643,8
SGB574,Vaginal,808,5.602188,7.6008515,2,1.407578,-1.0599823,6
SGB575,Vaginal,1969,14.383583,-1.656962,4,-1.783707,-3.2265382,5
SGB576,Vaginal,762,12.571387,-1.0145645,4,0.93485504,0.48892528,7
SGB577,Vaginal,1143,12.509372,3.782575,4,2.1027975,1.5043823,7
SGB578,Vaginal,1229,9.066985,5.4676065,3,-10.846084,15.802369,0
SGB579,Vaginal,563,13.90703,2.1394393,-1,3.0640247,-3.0771186,-1
SGB580,Vaginal,1205,10.5793085,2.712604,4,0.55337334,0.6694018,7
SGB581,Vaginal,745,5.6422315,7.6666284,2,1.4923359,-1.1764578,6
SGB582,Vaginal,765,0.116264716,4.0105686,0,16.939552,-0.85481334,1
SGB583,Vaginal,304,10.519377,-3.0975516,-1,3.4064062,-3.3191214,-1
SGB584,Vaginal,906,11.261181,2.8106782,4,0.14022614,0.9456258,7
SGB585,Vaginal,392,10.755032,-2.9400988,-1,3.4241831,-3.352651,-1
SGB586,Vaginal,1017,5.491272,7.471021,2,1.2770047,-0.87274516,6
SGB587,Vaginal,1312,11.049248,6.2929587,4,-9.850972,13.926586,0
SGB588,Vaginal,513,13.831576,2.0728235,-1,3.0259047,-3.038967,-1
SGB589,Vaginal,1674,10.339566,3.4854982,4,-10.117401,14.97648,0
SGB590,Vaginal,987,13.32937,-1.0918019,4,-1.5007676,-3.646953,5
SGB591,Vaginal,995,12.818297,3.3583846,4,1.0405141,2.6181664,7
SGB592,Vaginal,1292,11.145481,3.2007446,4,0.5469536,1.949812,7
SGB593,Vaginal,848,12.88919,3.398354,4,1.027353,2.5842187,7
SGB594,Vaginal,276,10.520589,-3.0793476,-1,3.403652,-3.357513,-1
SGB595,Vaginal,862,0.47662136,4.3030324,0,17.144321,-0.6982882,1
SGB596,Vaginal,749,5.567005,7.576028,2,1.4494371,-1.0401174,6
SGB597,Vaginal,543,5.553302,7.552839,2,1.5780501,-1.323905,6
SGB598,Vaginal,842,9.086162,1.4693717,4,0.06827214,4.5528874,-1
SGB599,Vaginal,1157,9.0197735,5.500825,3,-10.903186,15.738433,0
SGB600,Vaginal,1271,11.050533,6.253834,4,-9.953847,14.016707,0
SGB601,Vaginal,847,0.5812385,4.319277,0,17.07241,-0.7483744,1
SGB602,Vaginal,1135,9.045597,5.5457034,3,-10.847989,15.698009,0
SGB603,Vaginal,1407,10.975452,5.7352843,4,-10.050815,14.232773,0
SGB604,Vaginal,744,9.087127,1.4653264,4,0.055892996,4.6161737,-1
SGB605,Vaginal,724,4.9946246,7.2901483,2,1.2925501,-1.130733,6
SGB606,Vaginal,1998,8.927017,4.8195567,3,-9.858175,16.044277,0
SGB607,Vaginal,1370,9.822134,2.379417,4,0.1920711,0.41882443,-1
SGB608,Vaginal,815,11.074543,6.3170323,4,-9.78728,13.865279,0
SGB609,Vaginal,1466,14.485084,-1.7387962,4,-1.8313737,-3.3328278,5
SGB610,Vaginal,1130,12.758044,-0.87713933,4,0.6743603,-3.8641548,4
SGB611,Vaginal,1010,9.088731,5.429482,3,-10.896897,15.710226,0
SGB612,Vaginal,1180,2.9210703,1.6385646,1,14.453554,7.705357,2
SGB613,Vaginal,583,9.048016,1.4287318,4,0.022527376,4.664277,-1
SGB614,Vaginal,887,5.567409,7.543995,2,1.4784136,-1.1162871,6
SGB615,Vaginal,1253,2.7053874,0.4205176,1,14.594089,10.524294,2
SGB616,Vaginal,1917,2.6351786,0.6338418,1,14.35315,9.654913,2
SGB617,Vaginal,1277,14.5196905,-1.748416,4,-1.8760363,-3.3824348,5
SGB618,Vaginal,2850,5.3311973,-0.14220406,1,3.639752,12.39945,3
SGB619,Vaginal,415,10.484324,-3.1266582,-1,3.4109113,-3.3096013,-1
SGB620,Vaginal,1151,9.034051,5.5182633,3,-10.868262,15.734241,0
SGB621,Vaginal,1794,14.4254465,-1.6115754,4,-1.7112145,-3.2436447,5
SGB622,Vaginal,1906,14.112654,-1.4370658,4,-1.6862253,-3.3908358,5
SGB623,Vaginal,673,12.824322,-0.6876623,4,0.51853114,-3.6073139,4
SGB624,Vaginal,920,12.299974,-2.0998576,4,0.16616365,-4.2717605,4
SGB625,Vaginal,1740,9.23596,4.377663,3,-10.000019,15.928369,0
SGB626,Vaginal,2304,9.30393,2.614342,4,2.8279638,11.22231,3
SGB627,Vaginal,2336,7.5746546,2.5418875,4,-1.1025423,0.8402224,8
SGB628,Vaginal,2294,7.7791467,2.5758028,4,-1.0291598,0.79723454,8
SGB629,Vaginal,1932,8.046586,2.6668084,4,-0.8588278,0.8926211,8
SGB630,Vaginal,2041,8.539542,2.7910144,4,-0.828803,1.1829464,8
SGB631,Vaginal,2369,10.708,3.1429505,4,-0.95576435,0.6745244,8
SGB632,Vaginal,3551,8.684772,1.8583328,4,-9.071853,16.420465,0
SGB633,Vaginal,1698,8.745779,2.9435072,4,-0.6485845,1.3228713,8
SGB634,Vaginal,1839,8.049112,2.4531286,4,-0.6974805,1.2350726,8
SGB635,Vaginal,2245,10.540359,2.5601435,4,-0.90773124,1.0241532,8
SGB636,Vaginal,2975,8.911736,2.5886443,4,3.0883124,11.610234,3
SGB637,Vaginal,1964,8.4394245,2.76847,4,-0.91470474,1.1454138,8
SGB638,Vaginal,2400,7.7459655,2.3859096,4,-1.0902483,0.8118455,8
SGB639,Vaginal,2315,7.608636,2.3329482,4,-1.0959516,0.83249426,8
SGB640,Vaginal,2644,7.7238445,2.4700356,4,-1.1166794,0.7117097,8
SGB641,Vaginal,1776,7.621627,2.4789755,4,-0.67625356,1.0189234,8
SGB642,Vaginal,2296,7.6443114,2.4328105,4,-1.063545,0.901838,8
SGB643,Vaginal,1688,10.526297,2.579807,4,-0.6655088,1.2067158,8
SGB644,Vaginal,3141,8.376558,1.6180602,4,-9.19458,16.515356,0
SGB645,Vaginal,2210,10.943418,3.0656426,4,-0.9610225,0.7472785,8
SGB646,Vaginal,1763,8.383402,2.8440058,4,-0.85065544,1.1848031,8
SGB647,Vaginal,1878,10.46802,3.2089734,4,-0.8976613,1.042941,8
SGB648,Vaginal,2368,12.215652,0.7741377,4,-1.1687232,0.6699431,8
SGB649,Vaginal,3137,8.399177,1.7118642,4,-9.114371,16.355162,0
SGB650,Vaginal,2173,7.6665974,2.4087815,4,-1.0064859,0.7228807,8
SGB651,Vaginal,1391,7.7939715,2.3851354,4,-1.0393934,0.53638935,8
SGB652,Vaginal,2317,7.6698084,2.3472202,4,-1.0910865,0.6697248,8
SGB653,Vaginal,2197,7.9425592,2.7087677,4,-0.9026357,0.91193545,8
SGB654,Vaginal,1497,7.522991,2.3405848,4,-0.7953146,0.9008148,8
SGB655,Vaginal,2207,8.730224,2.6167817,4,-1.1026796,0.9119092,8
SGB656,Vaginal,2621,7.907523,2.6873593,4,-1.01469,0.6337685,8
SGB657,Vaginal,2818,7.6801143,2.3474648,4,-1.1602757,0.612789,8
SGB658,Vaginal,1491,8.718726,2.9060204,4,-0.5694841,1.379947,8
SGB659,Vaginal,1387,9.019901,5.3769245,3,-10.499455,15.897667,0
SGB660,Vaginal,456,12.429767,2.9261055,4,1.2055521,2.2938972,7
SGB661,Vaginal,2471,2.5500376,-0.43468887,1,16.695724,0.17475611,1
SGB662,Vaginal,2029,1.673114,-0.03789996,1,14.465766,8.421284,2
SGB663,Vaginal,2051,9.718432,1.7880727,4,2.836415,11.1659775,3
SGB664,Vaginal,1672,11.09785,0.90906876,4,0.23847847,3.9930959,-1
SGB665,Vaginal,1227,2.9215426,-0.65662694,1,16.74889,0.04037103,1
SGB666,Vaginal,1716,8.467096,3.023816,4,0.2672062,4.018987,-1
SGB667,Vaginal,1689,1.671947,-0.10817536,1,14.391767,8.232555,2
SGB668,Vaginal,1048,1.814522,1.457465,1,14.184729,8.227449,2
SGB669,Vaginal,1827,11.381785,2.71314,4,-1.2223334,-2.5774658,-1
SGB670,Vaginal,344,13.781427,1.9441679,-1,3.076108,-3.0864258,-1
SGB671,Vaginal,1674,8.857532,5.33975,3,-10.109566,15.833881,0
SGB672,Vaginal,1463,10.650174,3.651471,4,0.555365,1.8664968,7
SGB673,Vaginal,462,11.566697,1.9492093,4,3.3697934,-3.2954457,-1
SGB674,Vaginal,1095,9.492991,5.261762,3,-10.783935,15.818502,0
