Genome_ID,Microbiome,Gene_count,DNA_UMAP_1,DNA_UMAP_2,DNA_cluster,Functional_UMAP_1,Functional_UMAP_2,Functional_cluster
MGYG000001481,Gut,4331,-0.93617356,7.0286374,4,-1.3627479,-5.5368757,2
MGYG000001482,Gut,3238,-1.2707354,7.007506,4,-1.3922493,-5.4238443,2
MGYG000001483,Gut,2732,6.4222927,6.5293207,1,-6.1455965,-10.117811,2
MGYG000001484,Gut,2564,6.319062,6.4797006,1,-6.1589475,-10.0596695,2
MGYG000001485,Gut,4075,6.9194484,5.390957,1,-11.536026,-1.2888181,1
MGYG000001486,Gut,3193,6.1703253,6.5216722,1,-6.4111004,-10.064467,2
MGYG000001487,Gut,2558,-2.357572,13.727648,3,15.978244,6.808716,5
MGYG000001488,Gut,3065,-2.699376,13.961272,3,-1.3307577,-5.4408193,2
MGYG000001489,Gut,4723,1.2593083,7.946168,6,-10.396988,9.276988,3
MGYG000001490,Gut,1661,6.068431,5.336123,1,-2.083495,-15.213705,2
MGYG000001491,Gut,2566,-3.1262412,14.034472,3,-1.3779933,-5.4495525,2
MGYG000001492,Gut,2525,-2.8867223,13.622188,3,12.06526,8.063939,5
MGYG000001493,Gut,5786,-4.2511744,4.0968966,4,9.361942,1.9127913,7
MGYG000001494,Gut,2012,-0.7450195,5.8349147,4,-9.5442915,0.1660368,1
MGYG000001495,Gut,1741,-2.8790324,16.514664,2,12.85688,2.8571317,7
MGYG000001496,Gut,3521,-4.43269,4.79416,4,8.574575,1.4333174,7
MGYG000001497,Gut,2327,-0.8272784,17.271162,2,10.317903,3.938176,-1
MGYG000001498,Gut,3527,-2.4666271,13.763069,3,-1.3894737,-5.4495444,2
MGYG000001499,Gut,4319,-4.49358,4.563691,4,8.767761,1.5062101,7
MGYG000001500,Gut,3076,-3.1289766,2.6576653,4,11.319481,-1.6714206,6
MGYG000001501,Gut,3562,-2.246341,14.061723,3,-1.4087332,-5.4406595,2
MGYG000001502,Gut,2821,-3.1725338,2.6299384,4,11.382323,-1.6590805,6
MGYG000001503,Gut,2269,-0.4827892,9.815435,4,-9.933774,9.011453,3
MGYG000001504,Gut,3291,-1.6203474,16.641209,2,10.421363,3.835253,-1
MGYG000001505,Gut,1375,-3.271012,4.4536657,4,12.041217,2.2843282,7
MGYG000001506,Gut,1684,-3.1651244,15.6419115,2,12.428099,2.2308462,7
MGYG000001507,Gut,6015,1.9551135,7.052968,6,-1.0731997,-5.8386116,2
MGYG000001508,Gut,3801,-2.5504332,13.744656,3,-1.3865335,-5.502252,2
MGYG000001509,Gut,2225,7.082829,6.147933,1,-6.026406,-10.166523,2
MGYG000001510,Gut,3168,-0.96483946,7.2011995,4,-1.3680654,-5.476481,2
MGYG000001511,Gut,2634,-2.0786932,14.1363125,3,-1.380595,-5.414318,2
MGYG000001512,Gut,3054,1.4897301,8.340364,6,-9.788371,9.40139,3
MGYG000001513,Gut,2906,-0.7389283,17.366215,2,10.079295,4.1605406,-1
MGYG000001514,Gut,4919,2.0669353,7.0591316,6,-1.0503192,-5.864883,2
MGYG000001515,Gut,1601,-2.9886105,16.104536,2,12.544098,2.4548526,7
MGYG000001516,Gut,2049,1.5988516,4.782998,5,11.237849,8.567464,5
MGYG000001517,Gut,1535,-3.1212065,12.719522,3,11.406959,9.265861,5
MGYG000001518,Gut,4451,2.130322,7.04805,6,-1.0411376,-5.8719954,2
MGYG000001519,Gut,1521,5.573341,6.7371926,5,10.901172,15.532717,0
MGYG000001520,Gut,3117,1.7529446,5.341566,5,-11.185093,-0.84560865,1
MGYG000001521,Gut,1521,-0.92994153,11.077669,4,12.406216,2.2267368,7
MGYG000001522,Gut,1994,6.9772205,5.906731,1,-5.7798448,-10.215436,2
MGYG000001523,Gut,3715,-2.3529296,13.982474,3,-1.3397378,-5.564776,2
MGYG000001524,Gut,1712,4.925399,5.826006,5,15.260544,14.485277,0
MGYG000001525,Gut,4753,2.1836896,7.0489454,6,-1.036788,-5.8784885,2
MGYG000001526,Gut,4481,1.9829178,7.12065,6,-1.0493954,-5.8801723,2
MGYG000001527,Gut,3344,-1.982869,3.22244,4,11.919408,-4.034202,6
MGYG000001528,Gut,2773,-5.793026,4.842516,4,8.035098,1.6003112,7
MGYG000001529,Gut,2603,1.3110847,7.6774416,6,-10.517814,8.661068,3
MGYG000001530,Gut,1752,-2.8943675,16.516996,2,12.857506,2.856646,7
MGYG000001531,Gut,3058,-4.779033,4.2241745,4,9.551716,2.1386943,7
MGYG000001532,Gut,1515,-2.9488573,16.42077,2,12.21326,1.8672816,7
MGYG000001533,Gut,2459,7.532284,5.750186,1,-6.851402,-10.019703,2
MGYG000001534,Gut,3026,6.5261836,5.3696,1,-11.276745,-1.0301374,1
MGYG000001535,Gut,4762,2.1519878,7.046793,6,-1.0396827,-5.8765936,2
MGYG000001536,Gut,3786,5.8891354,-2.5169232,-1,-12.780101,-2.3566303,1
MGYG000001537,Gut,3487,6.314017,6.5502415,1,-6.2586303,-10.063374,2
MGYG000001538,Gut,2288,5.0718675,6.2568135,5,10.5094185,15.741335,0
MGYG000001539,Gut,3005,-3.2046568,3.6423128,4,10.315823,-3.7528713,6
MGYG000001540,Gut,2618,6.5573673,6.5187297,1,-6.835958,-10.023071,2
MGYG000001541,Gut,1313,-0.6104441,6.9623976,4,11.982039,2.2601151,7
MGYG000001542,Gut,4893,1.9850247,7.122838,6,-1.0194387,-5.900618,2
MGYG000001543,Gut,3713,-1.506589,13.998403,3,9.007555,2.961165,7
MGYG000001544,Gut,2063,7.243308,6.177837,1,-6.9514565,-10.109387,2
MGYG000001545,Gut,1451,3.6653054,4.7378583,5,10.969232,15.527572,0
MGYG000001546,Gut,2777,2.9061818,7.0611634,6,-6.57021,13.34052,3
MGYG000001547,Gut,4038,-4.5589395,4.7533774,4,9.271835,1.253651,7
MGYG000001548,Gut,4835,1.9666568,7.0956526,6,-1.065647,-5.850955,2
MGYG000001549,Gut,4086,-2.485628,13.870701,3,-1.2557174,-5.634807,2
MGYG000001550,Gut,2248,-2.579304,5.9174232,4,10.279029,-3.4937336,6
MGYG000001551,Gut,3313,1.2956614,7.8022466,6,-10.3950405,8.784311,3
MGYG000001552,Gut,3724,1.1667641,7.396168,6,-10.588479,8.628497,3
MGYG000001553,Gut,2395,-0.7420833,17.377697,2,10.135647,4.108811,-1
MGYG000001554,Gut,2508,7.2673454,6.119446,1,-6.8933268,-10.034694,2
MGYG000001555,Gut,1582,-1.0140293,18.110096,2,13.726373,10.599365,5
MGYG000001556,Gut,2291,-3.1254938,3.2478554,4,2.4161675,2.1661217,4
MGYG000001557,Gut,1918,3.458064,4.946695,5,-7.726636,8.343213,3
MGYG000001558,Gut,1863,-3.9250321,13.724756,3,13.747791,8.369417,5
MGYG000001559,Gut,1574,-1.2686336,7.3071733,4,1.9758002,1.701567,4
MGYG000001560,Gut,2290,-1.2158942,9.4259615,4,9.872484,-3.5662398,6
MGYG000001561,Gut,2311,0.14765342,7.281713,4,2.264595,1.7179469,4
MGYG000001562,Gut,2546,2.8764315,7.0471096,6,-6.584196,13.361713,3
MGYG000001563,Gut,1370,-0.6337096,6.9383936,4,12.027408,2.2440777,7
MGYG000001564,Gut,3685,-4.1911945,4.1094875,4,9.447404,2.0307996,7
MGYG000001565,Gut,1902,-1.5165007,5.4715395,4,12.677855,-2.0037832,6
MGYG000001566,Gut,1463,-6.573233,4.9830494,4,7.947317,1.7721759,7
MGYG000001567,Gut,1905,5.085479,6.2758126,5,10.4771595,15.750732,0
MGYG000001568,Gut,1166,15.057953,13.919489,0,7.1208344,17.868502,0
MGYG000001569,Gut,1608,-2.4218104,9.44422,4,10.408005,-6.0335455,-1
MGYG000001570,Gut,1318,-2.902731,5.392239,4,9.968027,-3.9405563,6
MGYG000001571,Gut,4159,-4.6517553,4.061803,4,9.227831,2.3864865,7
MGYG000001572,Gut,1625,-3.0862186,9.35913,4,10.436699,-5.9639893,-1
MGYG000001573,Gut,1225,15.040209,13.920674,0,7.033059,17.753065,0
MGYG000001574,Gut,951,3.0035715,5.1762853,5,-9.701432,0.328585,1
MGYG000001575,Gut,1409,5.2054377,6.415612,5,10.649665,15.709845,0
MGYG000001576,Gut,2808,-3.00451,3.0662832,4,11.474097,-1.6735661,6
MGYG000001577,Gut,1942,-2.112541,5.5180583,4,11.156082,0.7815419,7
MGYG000001578,Gut,1710,14.302041,9.9927025,0,7.1880107,16.655535,0
MGYG000001579,Gut,1693,14.330457,9.992428,0,7.2222548,16.74241,0
MGYG000001580,Gut,1128,15.043364,13.835328,0,6.9994254,17.572563,0
MGYG000001581,Gut,1726,14.757162,11.568345,0,7.308021,16.54779,0
MGYG000001582,Gut,1210,15.046574,13.825976,0,6.9823947,17.567701,0
MGYG000001583,Gut,1130,15.048874,13.798275,0,6.9479165,17.746592,0
MGYG000001584,Gut,1062,15.0059595,13.787181,0,6.9320946,17.754892,0
MGYG000001585,Gut,1637,14.738665,11.764323,0,6.8430963,17.324722,0
MGYG000001586,Gut,1599,14.605142,10.955981,0,6.8825054,17.75378,0
MGYG000001587,Gut,1721,14.670056,11.516617,0,7.2763085,16.520462,0
MGYG000001588,Gut,1771,5.1041045,6.2530804,5,10.555244,15.709579,0
MGYG000001589,Gut,2140,-1.5896084,5.1387672,4,2.3639061,2.1545558,4
MGYG000001590,Gut,1898,-1.2749478,4.2025995,4,3.3260698,8.07511,3
MGYG000001591,Gut,4278,1.251638,7.938763,6,-10.393465,9.254024,3
MGYG000001592,Gut,2801,-3.209537,2.5727715,4,11.400906,-1.629921,6
MGYG000001593,Gut,2313,-2.6241825,5.9627457,4,10.29966,-3.4471204,6
MGYG000001594,Gut,2357,-5.9367347,4.285268,4,8.285269,2.1920094,7
MGYG000001595,Gut,1613,-2.421839,16.637236,2,13.694832,10.536502,5
MGYG000001596,Gut,2913,-4.853838,4.2107196,4,8.333179,2.0243251,7
MGYG000001597,Gut,2094,-2.5839694,6.3982706,4,10.101275,-3.802948,6
MGYG000001598,Gut,2077,-3.1233652,2.5068703,4,11.517138,-1.7214757,6
MGYG000001599,Gut,3208,1.1345254,8.89227,6,-9.718702,8.989925,3
MGYG000001600,Gut,1090,4.8436613,5.898072,5,15.26341,14.462987,0
MGYG000001601,Gut,1631,-1.7272846,16.875671,2,11.642547,1.6180224,7
MGYG000001602,Gut,2314,-6.0575128,4.5407,4,8.066575,2.1534772,7
MGYG000001603,Gut,2190,-5.007952,4.249038,4,9.526438,2.2379987,7
MGYG000001604,Gut,2012,3.3479722,8.240706,6,-8.196816,10.786582,3
MGYG000001605,Gut,1678,4.975778,6.2579784,5,10.562769,15.714388,0
MGYG000001606,Gut,3239,-4.1299214,4.3637743,4,9.589352,2.1426842,7
MGYG000001607,Gut,2124,-6.2333994,4.873358,4,7.8409286,1.692858,7
MGYG000001608,Gut,2572,1.2949201,7.7155795,6,-10.502037,8.683238,3
MGYG000001609,Gut,2771,-3.9406192,7.772902,4,2.4136522,2.0854669,4
MGYG000001610,Gut,1805,-1.6501166,16.790274,2,10.415909,3.8331342,-1
MGYG000001611,Gut,1819,-3.018001,2.5759554,4,10.952058,-2.854539,6
MGYG000001612,Gut,1091,-4.0704317,4.0326376,4,2.332926,2.2444427,4
MGYG000001613,Gut,1155,-1.5193688,13.859544,3,1.7244518,2.1174862,4
MGYG000001614,Gut,1333,2.6357794,5.423488,5,-9.883061,0.575323,1
MGYG000001615,Gut,5640,-4.2486296,4.344835,4,8.976569,1.6291407,7
MGYG000001616,Gut,2508,-3.1817963,2.691183,4,11.491845,-1.620073,6
MGYG000001617,Gut,4459,-4.1306653,4.625459,4,9.348454,1.8847808,7
MGYG000001618,Gut,1557,-1.7153779,16.850632,2,11.638091,1.6054217,7
MGYG000001619,Gut,2599,-4.9015837,4.5157523,4,9.641756,2.229984,7
MGYG000001620,Gut,421,-1.864108,10.541498,4,-1.8282639,-1.0974519,4
MGYG000001621,Gut,1292,7.1120987,5.9814262,1,-5.6343513,-10.284964,2
MGYG000001622,Gut,3246,-4.495508,4.2269726,4,9.499516,2.1094263,7
MGYG000001623,Gut,3440,-1.0673119,17.24198,2,10.324005,3.9456725,-1
MGYG000001624,Gut,3373,4.0838304,-1.0630568,-1,-12.515753,-3.163455,1
MGYG000001625,Gut,1603,-1.3275042,6.839196,4,-10.713508,0.065566264,1
MGYG000001626,Gut,1956,-2.9585865,6.915261,4,2.4159799,2.483106,4
MGYG000001627,Gut,2124,-1.8945515,3.4409134,4,12.16854,-4.2510076,6
MGYG000001628,Gut,1646,14.6144,11.052764,0,7.6824436,17.200544,0
MGYG000001629,Gut,1402,-2.9663095,6.908544,4,2.3399355,2.5183005,4
MGYG000001630,Gut,1766,2.0327241,9.808872,6,-7.971376,8.6073,3
MGYG000001631,Gut,2950,-1.142571,4.2132874,4,3.3140388,8.089054,3
MGYG000001632,Gut,1983,-1.6810238,5.341023,4,12.140559,-2.9051027,6
MGYG000001633,Gut,1951,4.2043295,8.6732235,6,-6.297344,12.426877,3
MGYG000001634,Gut,1716,14.675545,11.513556,0,7.636416,16.659353,0
MGYG000001635,Gut,2622,-1.0723029,14.455235,3,15.975112,6.8157334,5
MGYG000001636,Gut,1239,15.039168,13.898234,0,7.3277655,17.684666,0
MGYG000001637,Gut,2267,-6.198661,5.1096964,4,7.787714,3.534878,7
MGYG000001638,Gut,1372,4.819956,6.008773,5,15.331595,14.552633,0
MGYG000001639,Gut,3727,5.8291435,6.52675,1,-1.7922652,-5.707994,2
MGYG000001640,Gut,2076,3.5400343,8.315886,6,-8.310144,11.043125,3
MGYG000001641,Gut,2054,3.8597114,8.419356,6,-8.184437,11.203655,3
MGYG000001642,Gut,1612,14.6656685,11.428461,0,6.9746227,17.587502,0
MGYG000001643,Gut,2837,3.5748785,8.469772,6,-8.367221,11.158017,3
MGYG000001644,Gut,2054,3.6979983,8.254209,6,-8.057895,11.08824,3
MGYG000001645,Gut,2066,-3.5690496,10.360831,4,7.248632,3.4242175,7
MGYG000001646,Gut,1132,-1.9812461,17.388895,2,2.705744,-11.02084,-1
MGYG000001647,Gut,1024,-2.0696554,17.28359,2,2.8890162,-10.800296,-1
MGYG000001648,Gut,1034,-0.99712807,15.303844,3,9.559601,-14.007081,-1
MGYG000001649,Gut,2130,-3.4168975,8.426005,4,9.1331005,-3.3214998,6
MGYG000001650,Gut,1353,-3.8893235,7.8292575,4,12.645972,-2.0227535,6
MGYG000001651,Gut,1857,-3.7157512,9.66788,4,11.171221,0.7751139,7
MGYG000001652,Gut,1640,-3.8196998,10.113096,4,7.39505,3.462958,7
MGYG000001653,Gut,1582,14.756106,11.974283,0,6.9373503,17.686419,0
MGYG000001654,Gut,2131,-2.5248582,4.454206,4,9.938959,-3.8734505,6
MGYG000001655,Gut,3035,1.1440891,7.3812265,6,-10.588154,8.623123,3
MGYG000001656,Gut,1585,14.873097,12.775028,0,7.018138,17.733278,0
MGYG000001657,Gut,2058,4.268134,8.775124,6,-6.2922926,12.4404955,3
MGYG000001658,Gut,2130,-1.8930771,5.2943263,4,11.053756,-3.8555806,6
MGYG000001659,Gut,2505,1.7051135,8.57714,6,-8.878482,8.386226,3
MGYG000001660,Gut,1825,-3.2863748,10.380793,4,11.012108,-0.852853,6
MGYG000001661,Gut,3031,1.5480359,8.395288,6,-9.835773,9.260338,3
MGYG000001662,Gut,1031,-0.94516414,15.760184,3,9.631186,-14.090751,-1
MGYG000001663,Gut,2361,2.7675874,7.1277614,6,-6.5752816,13.313947,3
MGYG000001664,Gut,2201,3.3518934,8.226355,6,-8.299347,11.203939,3
MGYG000001665,Gut,1757,-2.8541915,6.49993,4,9.494711,-4.6187057,6
MGYG000001666,Gut,2145,3.5311515,8.440171,6,-8.253893,11.07229,3
MGYG000001668,Gut,1343,-2.1877515,8.137428,4,8.006416,-6.1529555,6
MGYG000001669,Gut,943,-2.2239933,13.54671,3,-1.5470397,4.4625483,4
MGYG000001671,Gut,2609,-3.9497864,5.134743,4,9.195213,-3.9346614,6
MGYG000001672,Gut,948,-0.66479665,15.781514,3,9.584921,-14.032229,-1
MGYG000001673,Gut,2052,-3.22949,6.4291544,4,9.726318,-4.407173,6
MGYG000001674,Gut,1022,-2.3189435,7.947524,4,8.128444,-5.888887,6
MGYG000001675,Gut,1913,-1.9685484,5.0612397,4,11.267789,-3.042775,6
MGYG000001676,Gut,861,-0.9401915,15.7100935,3,9.369984,-13.753845,-1
MGYG000001677,Gut,1129,-2.0946345,17.353762,2,2.8383675,-10.85478,-1
MGYG000001678,Gut,1304,-2.512627,9.921243,4,-0.3015884,17.304255,0
MGYG000001679,Gut,1300,14.956488,13.73424,0,6.9554415,17.623049,0
MGYG000001680,Gut,1342,-2.6514132,8.136634,4,8.081379,-6.067995,6
MGYG000001681,Gut,2047,-3.4384334,8.501391,4,8.842699,-3.0456967,6
MGYG000001682,Gut,2046,3.0337415,9.032821,6,-8.085632,11.037463,3
MGYG000001683,Gut,2280,-3.9787755,5.0909033,4,7.9744444,2.209059,7
MGYG000001684,Gut,1807,-3.0961704,6.216397,4,15.854323,6.91274,5
MGYG000001685,Gut,1807,-2.8530195,9.732651,4,9.490009,-3.2817636,6
MGYG000001686,Gut,1127,4.8623314,5.9646864,5,14.962594,14.434456,0
MGYG000001687,Gut,2139,-6.5105376,4.8666635,4,7.859642,1.6827979,7
MGYG000001688,Gut,4822,-4.0913033,4.25489,4,9.296195,1.8665919,7
MGYG000001689,Gut,5263,-4.7343326,4.23384,4,8.885059,1.5327642,7
MGYG000001690,Gut,3648,-4.8246098,5.2618546,4,8.731815,1.4294071,7
MGYG000001691,Gut,3901,3.1949267,2.9902833,-1,-12.303623,-2.762829,1
MGYG000001692,Gut,4230,3.2052336,2.9977431,-1,-12.276166,-2.7229118,1
MGYG000001693,Gut,3087,5.897754,6.512554,1,-2.0792809,-5.8419294,2
MGYG000001694,Gut,2602,-2.9014819,13.542332,3,12.042805,8.094348,5
MGYG000001695,Gut,2288,0.07707597,7.2311425,4,2.2565145,1.6789318,4
MGYG000001696,Gut,4025,-2.7828028,13.7133255,3,12.011649,8.095309,5
MGYG000001697,Gut,2632,-1.1210643,14.782577,3,15.957753,6.8319793,5
MGYG000001698,Gut,3913,-4.453266,5.219581,4,8.588332,1.9212416,7
MGYG000001699,Gut,3778,-0.8465422,17.37981,2,10.326517,3.9171886,-1
MGYG000001700,Gut,4189,5.856259,-1.9697781,-1,-12.991442,-2.6572075,1
MGYG000001701,Gut,2052,7.13897,6.150932,1,-6.9522524,-10.106271,2
MGYG000001702,Gut,3583,-2.5024922,13.883034,3,-1.4035603,-5.46992,2
MGYG000001703,Gut,4269,4.7673445,-0.9685894,-1,-12.301645,-2.7171202,1
MGYG000001704,Gut,2812,-6.0182104,4.596355,4,8.255897,2.027913,7
MGYG000001705,Gut,4539,5.734853,-1.8428099,-1,-13.045571,-2.7051156,1
MGYG000001706,Gut,1866,-0.19853704,11.528324,4,-6.2201366,-0.55945516,1
MGYG000001707,Gut,2516,-6.2263236,4.8866224,4,7.304939,3.675129,7
MGYG000001708,Gut,3530,4.117453,-1.0456078,-1,-12.497855,-3.1622844,1
MGYG000001709,Gut,1863,5.142841,6.3821898,5,10.488624,15.762895,0
MGYG000001710,Gut,3417,-4.6558256,5.2335124,4,8.598945,1.4242343,7
MGYG000001711,Gut,2194,-1.6197549,13.959462,3,15.731814,7.023286,5
MGYG000001712,Gut,5199,-2.0721781,14.154819,3,-1.2621813,-5.6228194,2
MGYG000001713,Gut,4364,3.0426354,4.9830074,5,-12.313691,-2.7171335,1
MGYG000001714,Gut,3014,-6.0063868,4.696878,4,8.157305,1.8866327,7
MGYG000001715,Gut,1538,14.898878,13.155001,0,6.96038,17.715395,0
MGYG000001717,Gut,1657,14.481871,10.577732,0,7.17609,17.07623,0
MGYG000001718,Gut,1624,14.619733,10.84711,0,6.822375,17.47794,0
MGYG000001720,Gut,2490,3.2139587,9.709304,6,-8.4429,7.743962,3
MGYG000001723,Gut,2110,-4.6783657,7.755999,4,12.488468,-1.7141944,6
MGYG000001724,Gut,1097,15.038201,13.971562,0,6.932501,17.901932,0
MGYG000001725,Gut,2333,-2.716936,5.414068,4,9.937434,-3.5458798,6
MGYG000001726,Gut,1560,14.925019,12.968982,0,6.8939004,17.759445,0
MGYG000001727,Gut,1964,-3.9234803,9.402068,4,11.134403,0.7924572,7
MGYG000001728,Gut,1747,-4.378185,4.9106884,4,10.314207,-3.8957422,6
MGYG000001729,Gut,1991,-3.6264117,9.275768,4,11.160513,0.7926697,7
MGYG000001731,Gut,1597,14.841404,12.449234,0,6.9218645,17.872993,0
MGYG000001732,Gut,2378,-3.3959332,4.8543425,4,9.092068,-3.7459779,6
MGYG000001733,Gut,1527,-2.8957179,3.099986,4,11.91454,-2.3987424,6
MGYG000001735,Gut,3793,1.2607144,7.953241,6,-10.393251,9.255707,3
MGYG000001736,Gut,1650,14.309977,9.921153,0,6.8728795,17.260271,0
MGYG000001737,Gut,1585,-2.7110605,9.388872,4,10.44852,-5.9464903,-1
MGYG000001738,Gut,2309,3.4679575,8.813308,6,-8.318166,11.104481,3
MGYG000001739,Gut,1107,-1.8723531,17.719078,2,2.7046223,-11.038377,-1
MGYG000001740,Gut,1449,4.9462442,5.8124323,5,15.086173,14.275949,0
MGYG000001741,Gut,1647,14.386304,10.458915,0,7.158123,17.183336,0
MGYG000001742,Gut,2479,-3.0343854,2.8961298,4,11.508504,-1.6883626,6
MGYG000001743,Gut,889,-0.50302833,15.733407,3,9.324533,-13.736183,-1
MGYG000001744,Gut,1673,14.632195,10.750537,0,6.9917912,16.91696,0
MGYG000001745,Gut,2316,-3.9672897,9.866054,4,7.2456365,3.673115,7
MGYG000001746,Gut,1144,-2.0244942,17.195068,2,2.7720807,-10.944588,-1
MGYG000001747,Gut,1668,-3.6282477,8.074762,4,10.061754,-4.3504825,6
MGYG000001748,Gut,3233,-4.628894,4.2078786,4,8.630088,1.6295974,7
MGYG000001749,Gut,2602,-1.7800293,5.2367396,4,10.22796,-3.698503,6
MGYG000001750,Gut,2254,0.9315828,8.577581,6,-9.635455,8.820026,3
MGYG000001752,Gut,916,-0.45998606,16.08745,3,9.279633,-13.685632,-1
MGYG000001753,Gut,1725,14.496944,9.982361,0,7.2564583,16.601343,0
MGYG000001754,Gut,1494,-2.8024364,3.2657845,4,12.169638,-3.107746,6
MGYG000001756,Gut,2151,-3.3255272,8.754574,4,8.856881,-3.044134,6
MGYG000001757,Gut,1998,-3.438348,8.46907,4,8.835725,-3.0397463,6
MGYG000001758,Gut,1808,-5.5722475,4.3719788,4,8.298994,2.224036,7
MGYG000001759,Gut,1649,14.711399,10.558108,0,7.1228147,17.240337,0
MGYG000001760,Gut,2224,-1.5755372,5.3997836,4,10.33116,-3.7947087,6
MGYG000001761,Gut,2119,-2.072149,3.302356,4,12.15903,-4.239382,6
MGYG000001762,Gut,1602,-1.2906448,7.2807307,4,1.9896145,1.6819546,4
MGYG000001763,Gut,1998,3.1786525,9.350826,6,-8.230261,7.91925,3
MGYG000001764,Gut,1538,-3.191569,7.9885926,4,9.7010765,-4.872275,6
MGYG000001765,Gut,1626,-2.4209266,5.478397,4,9.742662,-4.8350573,6
MGYG000001766,Gut,1401,-3.1004612,8.226987,4,9.223736,-4.8091397,6
MGYG000001767,Gut,1397,4.205442,8.668478,6,-6.382183,12.483678,3
MGYG000001768,Gut,867,-2.6003666,6.383914,4,-0.1374775,17.07012,0
MGYG000001769,Gut,1794,-3.201194,8.571255,4,10.517733,-5.7895336,-1
MGYG000001770,Gut,2227,3.200236,9.94529,6,-8.474523,7.839689,3
MGYG000001771,Gut,1112,1.9887657,8.480787,6,-7.959376,8.60536,3
MGYG000001772,Gut,1746,4.344207,8.673672,6,-6.523489,12.555706,3
MGYG000001773,Gut,1051,-1.4909211,8.606184,4,8.225844,-5.512127,6
MGYG000001774,Gut,2024,4.3217316,8.650422,6,-6.513105,12.545252,3
MGYG000001775,Gut,1865,3.229759,8.578076,6,-7.9565177,11.028216,3
MGYG000001776,Gut,1165,-0.3909297,16.08836,3,9.668553,-14.135324,-1
MGYG000001777,Gut,2143,-6.3282557,5.0341387,4,7.544594,3.6947815,7
MGYG000001778,Gut,1328,-2.7769291,7.1249204,4,2.3587155,2.506357,4
MGYG000001779,Gut,2019,-3.8174198,5.709116,4,9.684474,-4.3518367,6
MGYG000001780,Gut,4606,1.2376599,8.669925,6,-10.168348,9.707446,3
MGYG000001781,Gut,2204,-2.8738148,2.9300926,4,10.281482,-3.7828593,6
MGYG000001782,Gut,1346,-2.1129692,10.39047,4,-0.3001273,17.30333,0
MGYG000001783,Gut,2364,0.8958923,8.644931,6,-9.673467,8.857245,3
MGYG000001784,Gut,2544,-1.214102,4.175065,4,3.2972865,8.103302,3
MGYG000001785,Gut,1170,-1.0635846,14.889089,3,-1.8074447,4.716315,4
MGYG000001786,Gut,761,-2.15745,17.598537,2,3.0917192,-9.195134,-1
MGYG000001787,Gut,2574,0.9019241,8.576127,6,-9.688927,8.861938,3
MGYG000001788,Gut,1546,14.616403,10.688199,0,7.1567984,17.559889,0
MGYG000001789,Gut,2685,1.4948533,8.612921,6,-9.686869,8.876064,3
MGYG000001790,Gut,1550,-2.9543948,6.9825463,4,2.3823066,2.4812472,4
MGYG000001791,Gut,1222,-1.5951451,5.7153487,4,-0.6760086,10.391224,3
MGYG000001792,Gut,2219,-0.7716495,5.8849063,4,-0.3241879,10.732167,3
MGYG000001793,Gut,2258,-5.713948,4.590314,4,7.4225254,3.690758,7
MGYG000001794,Gut,406,-1.5950181,11.068485,4,3.1236677,-9.13659,-1
MGYG000001795,Gut,1978,3.3336248,8.851009,6,-8.029894,10.981771,3
MGYG000001797,Gut,3072,-5.294036,4.3581085,4,7.492275,3.6540673,7
MGYG000001798,Gut,2012,-3.3298805,8.606332,4,8.859304,-3.0456274,6
MGYG000001799,Gut,1037,-3.2864954,8.359677,4,10.458421,-5.995552,-1
MGYG000001800,Gut,1167,-1.051859,14.738029,3,-1.7082281,4.6172605,4
MGYG000001801,Gut,1003,-2.372864,9.125055,4,3.1526976,-9.663443,-1
MGYG000001802,Gut,1714,0.09490346,7.1914043,4,2.217489,1.6695672,4
MGYG000001803,Gut,1656,4.162063,8.647504,6,-6.3562684,12.457121,3
MGYG000001804,Gut,1724,4.3148084,8.720204,6,-6.5376425,12.546308,3
MGYG000001805,Gut,1331,3.120672,9.008728,6,-8.244488,8.131136,3
MGYG000001806,Gut,2095,3.388495,8.888338,6,-8.400632,7.9948907,3
MGYG000001807,Gut,1683,1.7851019,8.535045,6,-9.665907,8.853693,3
MGYG000001808,Gut,1079,-2.81723,2.988267,4,9.251407,-3.963833,6
MGYG000001809,Gut,3303,-4.477892,4.834548,4,8.639348,2.1899478,7
MGYG000001810,Gut,2470,-4.794584,5.4064374,4,7.9259124,1.7864572,7
MGYG000001811,Gut,1803,-5.851397,4.6353946,4,7.6953373,3.6315546,7
MGYG000001812,Gut,1963,-0.7670265,5.8739896,4,-0.40964556,10.649215,3
MGYG000001813,Gut,1005,15.015518,13.9794655,0,6.9502993,17.883036,0
MGYG000001814,Gut,3317,-6.12982,4.451846,4,8.2047415,3.3601947,7
MGYG000001815,Gut,1449,4.490276,5.4894195,5,15.07771,14.291721,0
MGYG000001816,Gut,1569,5.046971,6.3510275,5,15.1679,14.395815,0
MGYG000001817,Gut,1961,-2.991206,8.623068,4,8.95382,-4.1471844,6
MGYG000001818,Gut,1266,-3.012054,8.375323,4,9.440919,-4.7957087,6
MGYG000001819,Gut,1928,-3.5249307,9.536012,4,11.16244,0.76349944,7
MGYG000001820,Gut,2246,-5.4626474,5.0437794,4,11.263282,-0.99304736,6
MGYG000001821,Gut,1869,-1.7662015,5.82906,4,9.560618,-4.621949,6
